proposed_key	source_kind	file:line	english_label	note
snackbar_invalid_name_7	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:1981	Invalid Name	Hashtag group name cannot be empty
snackbar_success_17	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2004	Success	Hashtag updated successfully
snackbar_duplicate_hashtag_2	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2017	Duplicate Hashtag	(2nd arg not a string literal — check same catch block / ternary)
snackbar_name_conflict_8	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2025	Name Conflict	This name is already used by a hashtag in another group.
snackbar_name_conflict_9	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2033	Name Conflict	This name is already used by the parent group.
snackbar_unable_to_update_6	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2041	Unable to Update	Unable to update hashtag group. Please try again.
snackbar_invalid_name_8	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2071	Invalid Name	Hashtag group name cannot be empty
snackbar_unable_to_add_11	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2085	Unable to Add	Unable to add hashtag group. Please try again.
snackbar_duplicate_hashtag_3	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2095	Duplicate Hashtag	Hashtag Group with this name already exists.
snackbar_name_conflict_10	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2105	Name Conflict	This name is already used by a hashtag in another group.
snackbar_success_18	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2117	Success	Hashtag group "$name" added successfully!
snackbar_error_5	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2126	Error	Failed to add hashtag group
snackbar_invalid_name_9	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2151	Invalid Name	Hashtag group name cannot be empty
snackbar_unable_to_add_12	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2165	Unable to Add	Unable to add hashtag group. Please try again.
snackbar_duplicate_hashtag_4	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2175	Duplicate Hashtag	Hashtag Group with this name already exists.
snackbar_name_conflict_11	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2185	Name Conflict	This name is already used by a hashtag in another group.
snackbar_success_19	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2198	Success	Hashtag group "$name" added successfully!
snackbar_unable_to_add_13	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2207	Unable to Add	Unable to add hashtag group. Please try again.
text_2	Text	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2237	#  	
hinttext_add_hashtag	hintText	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2256	add Hashtag	
tooltip_save_6	tooltip	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2293	Save	
tooltip_cancel_6	tooltip	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2314	Cancel	
snackbar_invalid_name_10	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2333	Invalid Name	Hashtag name cannot be empty
snackbar_unable_to_add_14	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2350	Unable to Add	Unable to add hashtag. Please try again.
snackbar_duplicate_hashtag_5	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2360	Duplicate Hashtag	Hashtag with this name already exists.
snackbar_name_conflict_12	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2370	Name Conflict	This name is already used by the parent group.
snackbar_success_20	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2383	Success	Hashtag added successfully
snackbar_unable_to_add_15	snackbar	app/modules/hashtag_groups/views/hashtag_groups_view.dart:2392	Unable to Add	Unable to add hashtag. Please try again.
text_loading_map	Text	app/modules/location_picker/views/new_location_picker_widget.dart:73	Loading map...	
text_error	Text	app/modules/location_picker/views/new_location_picker_widget.dart:91	Error	
text_retry	Text	app/modules/location_picker/views/new_location_picker_widget.dart:104	Retry	
hinttext_search_locations	hintText	app/modules/location_picker/views/new_location_picker_widget.dart:357	Search locations...	
text_selected_location	Text	app/modules/location_picker/views/new_location_picker_widget.dart:599	Selected Location	
text_location_city_location_city_isnotempty_location_sta	Text	app/modules/location_picker/views/new_location_picker_widget.dart:615	${location.city}${location.city.isNotEmpty && location.state.isNotEmpty ? 	
text_search_locations	Text	app/modules/location_picker/views/widgets/location_search_dialog.dart:65	Search Locations	
hinttext_search_for_a_location	hintText	app/modules/location_picker/views/widgets/location_search_dialog.dart:97	Search for a location...	
text_no_recent_locations	Text	app/modules/location_picker/views/widgets/location_search_dialog.dart:186	No recent locations	
subtitle_literal_location_city_location_city_isnotempty	subtitle_literal	app/modules/location_picker/views/widgets/location_search_dialog.dart:204	${location.city}${location.city.isNotEmpty && location.state.isNotEmpty ? 	
text_no_locations_found	Text	app/modules/location_picker/views/widgets/location_search_dialog.dart:254	No locations found	
text_try_searching_with_different_keywords	Text	app/modules/location_picker/views/widgets/location_search_dialog.dart:262	Try searching with different keywords	
snackbar_test_marker	snackbar	app/modules/map/controllers/map_controller.dart:5430	Test Marker	This is a test marker. Add memories with location data to see real clustering.
title_text_location_is_off	title_text	app/modules/map/controllers/map_controller.dart:6461	Location is Off	
dialog_content_please_enable_location_services_to_contin	dialog_content	app/modules/map/controllers/map_controller.dart:6462	Please enable location services to continue.	
text_open_settings	Text	app/modules/map/controllers/map_controller.dart:6469	Open Settings	
title_text_permission_denied	title_text	app/modules/map/controllers/map_controller.dart:6496	Permission Denied	
dialog_content_location_permission_is_permanently_denied	dialog_content	app/modules/map/controllers/map_controller.dart:6497	Location permission is permanently denied. Open app settings to enable.	
text_open_settings_2	Text	app/modules/map/controllers/map_controller.dart:6506	Open Settings	
snackbar_error_6	snackbar	app/modules/map/controllers/map_controller_new.dart:969	Error	No memory data available for this location. This might be a clustering issue.
snackbar_error_7	snackbar	app/modules/map/controllers/map_controller_new.dart:1013	Error	Failed to load memory data: ${memoryError.toString()}
snackbar_info	snackbar	app/modules/map/controllers/map_controller_new.dart:1032	Info	This location doesn\'t have accessible memory data (count: ${cluster.count})
snackbar_error_8	snackbar	app/modules/map/controllers/map_controller_new.dart:1048	Error	Failed to open memory details. Please try again.
snackbar_error_9	snackbar	app/modules/map/controllers/map_controller_new.dart:1070	Error	No memories found in this cluster
snackbar_error_10	snackbar	app/modules/map/controllers/map_controller_new.dart:1109	Error	No valid location data found for these memories
snackbar_error_11	snackbar	app/modules/map/controllers/map_controller_new.dart:1140	Error	Failed to process memory data
snackbar_error_12	snackbar	app/modules/map/controllers/map_controller_new.dart:1173	Error	Failed to show cluster details: ${e.toString()}
snackbar_error_13	snackbar	app/modules/map/controllers/map_controller_new.dart:1234	Error	Invalid memory data
snackbar_error_14	snackbar	app/modules/map/controllers/map_controller_new.dart:1280	Error	Failed to open memory: ${e.toString()}
snackbar_hint_3	snackbar	app/modules/map/controllers/map_controller_new.dart:1377	Hint	Don\'t forget to set the radius for location-based filtering
snackbar_error_15	snackbar	app/modules/map/controllers/map_controller_new.dart:2910	Error	Could not load cluster memories
text_cluster_memories_memories_length	Text	app/modules/map/controllers/map_controller_new.dart:2977	Cluster Memories (${memories.length})	
snackbar_memory_selected	snackbar	app/modules/map/controllers/map_controller_new.dart:3064	Memory Selected	(2nd arg not a string literal — check same catch block / ternary)
snackbar_error_16	snackbar	app/modules/map/controllers/map_controller_new.dart:3084	Error	Could not load cluster memories
snackbar_cluster	snackbar	app/modules/map/controllers/map_controller_new.dart:3756	Cluster	$pointCount memories at this location
snackbar_error_17	snackbar	app/modules/map/controllers/map_controller_new.dart:3864	⚠️ Error	Memory not found
snackbar_error_18	snackbar	app/modules/map/controllers/map_controller_new.dart:3880	⚠️ Error	Failed to load memory details
snackbar_memory_tapped	snackbar	app/modules/map/controllers/map_controller_new.dart:4858	Memory Tapped	(2nd arg not a string literal — check same catch block / ternary)
text_please_wait	Text	app/modules/map/views/map_view.dart:182	Please wait...	
text_something_went_wrong	Text	app/modules/map/views/map_view.dart:390	Something went wrong	
text_please_try_again_or_restart_the_app	Text	app/modules/map/views/map_view.dart:404	Please try again or restart the app.	
text_retry_2	Text	app/modules/map/views/map_view.dart:448	Retry	
label_retry	label	app/modules/map/views/map_view.dart:448	Retry	
text_no_memories_found_2	Text	app/modules/map/views/mini_widgets/bottom_info.dart:116	No memories found	
text_all_memories_length_memories	Text	app/modules/map/views/mini_widgets/bottom_info.dart:138	All ${_memories.length} Memories	
text_yearmemories_length_from_year	Text	app/modules/map/views/mini_widgets/bottom_info.dart:183	${yearMemories.length} from $year	
hint_dynamic_hinttext_hint_variable	hint_dynamic	app/modules/map/views/mini_widgets/filter_fields.dart:104	hintText ← hint variable	Parent supplies hint
text_internet_connection_required	Text	app/modules/map/views/mini_widgets/internet_required_screen.dart:202	Internet Connection Required	
text_internet_connection_is_required_to_download_map_til	Text	app/modules/map/views/mini_widgets/internet_required_screen.dart:218	Internet connection is required to download map tiles. Once tiles are downloaded, you can use the app fully in offline mode.	
text_check_connection	Text	app/modules/map/views/mini_widgets/internet_required_screen.dart:388	Check Connection	
label_check_connection	label	app/modules/map/views/mini_widgets/internet_required_screen.dart:388	Check Connection	
text_once_map_tiles_are_downloaded_you_can_use_the_app_w	Text	app/modules/map/views/mini_widgets/internet_required_screen.dart:433	Once map tiles are downloaded, you can use the app without internet connection.	
text_connection_options	Text	app/modules/map/views/mini_widgets/internet_required_screen.dart:521	Connection Options	
title_literal_wifi_settings	title_literal	app/modules/map/views/mini_widgets/internet_required_screen.dart:544	WiFi Settings	
subtitle_literal_open_device_wifi_settings	subtitle_literal	app/modules/map/views/mini_widgets/internet_required_screen.dart:545	Open device WiFi settings	
snackbar_wifi_settings	snackbar	app/modules/map/views/mini_widgets/internet_required_screen.dart:549	WiFi Settings	Please open WiFi settings from your device settings
title_literal_mobile_data	title_literal	app/modules/map/views/mini_widgets/internet_required_screen.dart:567	Mobile Data	
subtitle_literal_check_mobile_data_connection	subtitle_literal	app/modules/map/views/mini_widgets/internet_required_screen.dart:568	Check mobile data connection	
snackbar_mobile_data	snackbar	app/modules/map/views/mini_widgets/internet_required_screen.dart:572	Mobile Data	Please check your mobile data connection in device settings
text_close	Text	app/modules/map/views/mini_widgets/internet_required_screen.dart:607	Close	
text_no_internet_connection	Text	app/modules/map/views/mini_widgets/internet_required_screen_new.dart:242	No Internet Connection	
text_mapbox_requires_an_active_internet_connection_to_lo	Text	app/modules/map/views/mini_widgets/internet_required_screen_new.dart:266	MapBox requires an active internet connection to load map tiles and location services.	
text_the_app_will_automatically_continue_when_your_conne	Text	app/modules/map/views/mini_widgets/internet_required_screen_new.dart:284	The app will automatically continue when your connection is restored.	
text_check_your_wifi_or_mobile_data_connection	Text	app/modules/map/views/mini_widgets/internet_required_screen_new.dart:401	Check your WiFi or mobile data connection	
text_getting_your_location_2	Text	app/modules/map/views/mini_widgets/location_picker.dart:300	Getting your location...	
text_unable_to_get_location_2	Text	app/modules/map/views/mini_widgets/location_picker.dart:311	Unable to get location	
text_please_check_location_permissions_2	Text	app/modules/map/views/mini_widgets/location_picker.dart:316	Please check location permissions	
text_done_2	Text	app/modules/map/views/mini_widgets/location_picker.dart:379	Done	
snackbar_refreshed	snackbar	app/modules/map/views/mini_widgets/map_refresh_fab.dart:37	Refreshed	Map view has been refreshed successfully
snackbar_error_19	snackbar	app/modules/map/views/mini_widgets/map_refresh_fab.dart:48	Error	Failed to refresh map view: $e
text_starting_local_tile_server	Text	app/modules/map/views/mini_widgets/map_view_widget_new.dart:174	Starting local tile server...	
text_preparing_your_map	Text	app/modules/map/views/mini_widgets/map_view_widget_new.dart:247	Preparing your map	
text_loading_offline_tiles_and_map_style	Text	app/modules/map/views/mini_widgets/map_view_widget_new.dart:249	Loading offline tiles and map style…	
text_error_loading_map_style	Text	app/modules/map/views/mini_widgets/map_view_widget_new.dart:393	Error loading map style	
title_text_circle_layer_clustering_example	title_text	app/modules/map/views/mini_widgets/map_view_widget_new.dart:631	Circle Layer Clustering Example	
tooltip_zoom_in	tooltip	app/modules/map/views/mini_widgets/map_view_widget_new.dart:637	Zoom In	
tooltip_zoom_out	tooltip	app/modules/map/views/mini_widgets/map_view_widget_new.dart:643	Zoom Out	
tooltip_reset_view	tooltip	app/modules/map/views/mini_widgets/map_view_widget_new.dart:666	Reset View	
snackbar_widget_earthquake_point_tapped_zoom_in_to_see_d	snackbar_widget	app/modules/map/views/mini_widgets/map_view_widget_new.dart:1031	Earthquake point tapped - zoom in to see details	
snackbar_widget_earthquake_point_tapped_zoom_in_to_see_d_2	snackbar_widget	app/modules/map/views/mini_widgets/map_view_widget_new.dart:1032	Earthquake point tapped - zoom in to see details	
dialog_content_earthquake_point_tapped_zoom_in_to_see_de	dialog_content	app/modules/map/views/mini_widgets/map_view_widget_new.dart:1033	Earthquake point tapped - zoom in to see details	
text_location_permission_required	Text	app/modules/map/views/mini_widgets/permission_required_screen.dart:122	Location Permission Required	
text_location_permission_is_required_to_show_your_positi	Text	app/modules/map/views/mini_widgets/permission_required_screen.dart:138	Location permission is required to show your position on the map and provide location-based features.	
text_permission_status	Text	app/modules/map/views/mini_widgets/permission_required_screen.dart:222	Permission Status	
snackbar_permission_denied	snackbar	app/modules/map/views/mini_widgets/permission_required_screen.dart:369	Permission Denied	Location permission is required for map functionality.
text_open_settings_3	Text	app/modules/map/views/mini_widgets/permission_required_screen.dart:432	Open Settings	
label_open_settings	label	app/modules/map/views/mini_widgets/permission_required_screen.dart:432	Open Settings	
text_you_can_change_location_permissions_anytime_in_your	Text	app/modules/map/views/mini_widgets/permission_required_screen.dart:477	You can change location permissions anytime in your device settings.	
text_location_permission	Text	app/modules/map/views/mini_widgets/permission_required_screen.dart:565	Location Permission	
text_location_permission_is_used_for	Text	app/modules/map/views/mini_widgets/permission_required_screen.dart:586	Location permission is used for:	
text_you_can_grant_permission_now_or_open_app_settings_t	Text	app/modules/map/views/mini_widgets/permission_required_screen.dart:625	You can grant permission now or open app settings to enable it manually.	
text_cancel_4	Text	app/modules/map/views/mini_widgets/permission_required_screen.dart:661	Cancel	
text_open_settings_4	Text	app/modules/map/views/mini_widgets/permission_required_screen.dart:709	Open Settings	
text_region_formatregionname_currentregion	Text	app/modules/map/views/mini_widgets/tile_download_banner.dart:103	Region: ${_formatRegionName(currentRegion)}	
text_formattilecount_totaltiles_50k	Text	app/modules/map/views/mini_widgets/tile_download_banner.dart:125	${_formatTileCount(totalTiles)} / 50K	
text_totaltiles_tostring_replaceallmapped_regexp_r	Text	app/modules/map/views/mini_widgets/tile_download_banner.dart:154	${totalTiles.toString().replaceAllMapped(RegExp(r	
text_progress_to_50_000_tiles	Text	app/modules/map/views/mini_widgets/tile_download_banner.dart:168	Progress to 50,000 tiles	
text_overallprogress_100_tostringasfixed_1	Text	app/modules/map/views/mini_widgets/tile_download_banner.dart:175	${(overallProgress * 100).toStringAsFixed(1)}%	
text_downloading_currentregion_length_20	Text	app/modules/map/views/mini_widgets/tile_download_banner.dart:212	Downloading: ${currentRegion.length > 20 ? 	
text_currentdownloadprogress_100_tostringasfixed_0	Text	app/modules/map/views/mini_widgets/tile_download_banner.dart:221	${(currentDownloadProgress * 100).toStringAsFixed(0)}%	
text_downloading_offline_maps	Text	app/modules/map/views/widgets/download_progress_widget.dart:48	Downloading offline maps...	
text_service_totaltilesdownloaded_value_tiles	Text	app/modules/map/views/widgets/download_progress_widget.dart:80	${service.totalTilesDownloaded.value} tiles	
text_service_downloadprogress_value_100_tostringasfixed	Text	app/modules/map/views/widgets/download_progress_widget.dart:86	${(service.downloadProgress.value * 100).toStringAsFixed(0)}%	
text_region_service_currentdownloadregion_value	Text	app/modules/map/views/widgets/download_progress_widget.dart:97	Region: ${service.currentDownloadRegion.value}	
title_text_offline_map_download	title_text	app/modules/map/views/widgets/download_progress_widget.dart:115	Offline Map Download	
text_progress_service_downloadprogress_value_100_tostrin	Text	app/modules/map/views/widgets/download_progress_widget.dart:121	Progress: ${(service.downloadProgress.value * 100).toStringAsFixed(1)}%	
text_tiles_downloaded_service_totaltilesdownloaded_value	Text	app/modules/map/views/widgets/download_progress_widget.dart:127	Tiles Downloaded: ${service.totalTilesDownloaded.value}	
text_current_region_service_currentdownloadregion_value	Text	app/modules/map/views/widgets/download_progress_widget.dart:133	Current Region: ${service.currentDownloadRegion.value.isEmpty ? 	
text_queue_service_downloadqueue_length_regions	Text	app/modules/map/views/widgets/download_progress_widget.dart:138	Queue: ${service.downloadQueue.length} regions	
text_maps_are_being_downloaded_in_the_background_for_off	Text	app/modules/map/views/widgets/download_progress_widget.dart:140	Maps are being downloaded in the background for offline use. This process won\'t affect app performance.	
text_ok_3	Text	app/modules/map/views/widgets/download_progress_widget.dart:147	OK	
text_settings	Text	app/modules/map/views/widgets/download_progress_widget.dart:153	Settings	
title_text_download_settings	title_text	app/modules/map/views/widgets/download_progress_widget.dart:164	Download Settings	
title_text_auto_download	title_text	app/modules/map/views/widgets/download_progress_widget.dart:170	Auto Download	
title_text_automatically_download_tiles_for_frequently_v	title_text	app/modules/map/views/widgets/download_progress_widget.dart:171	Automatically download tiles for frequently visited areas	
title_text_wifi_only	title_text	app/modules/map/views/widgets/download_progress_widget.dart:180	WiFi Only	
title_text_download_tiles_only_when_connected_to_wifi	title_text	app/modules/map/views/widgets/download_progress_widget.dart:181	Download tiles only when connected to WiFi	
text_max_tiles	Text	app/modules/map/views/widgets/download_progress_widget.dart:191	Max Tiles: 	
text_close_2	Text	app/modules/map/views/widgets/download_progress_widget.dart:210	Close	
text_offline_map_storage	Text	app/modules/map/views/widgets/download_progress_widget.dart:232	Offline Map Storage	
text_quota_currenttiles_quota_maxtiles_tiles_quota_usage	Text	app/modules/map/views/widgets/download_progress_widget.dart:245	${quota.currentTiles} / ${quota.maxTiles} tiles (${quota.usagePercentage.toStringAsFixed(1)}%)	
text_download_current_area	Text	app/modules/map/views/widgets/download_progress_widget.dart:272	Download Current Area	
label_download_current_area	label	app/modules/map/views/widgets/download_progress_widget.dart:272	Download Current Area	
text_manage	Text	app/modules/map/views/widgets/download_progress_widget.dart:279	Manage	
label_manage	label	app/modules/map/views/widgets/download_progress_widget.dart:279	Manage	
snackbar_download_started	snackbar	app/modules/map/views/widgets/download_progress_widget.dart:292	Download Started	Downloading tiles for current area in background
title_text_manage_offline_maps	title_text	app/modules/map/views/widgets/download_progress_widget.dart:305	Manage Offline Maps	
text_options	Text	app/modules/map/views/widgets/download_progress_widget.dart:310	Options:	
title_text_download_settings_2	title_text	app/modules/map/views/widgets/download_progress_widget.dart:315	Download Settings	
title_text_configure_automatic_downloads	title_text	app/modules/map/views/widgets/download_progress_widget.dart:316	Configure automatic downloads	
text_cancel_5	Text	app/modules/map/views/widgets/download_progress_widget.dart:325	Cancel	
text_geocoding_service_activerequests_value	Text	app/modules/map/views/widgets/geocoding_indicator_widget.dart:44	Geocoding (${service.activeRequests.value})	
text_geocoding_service	Text	app/modules/map/views/widgets/geocoding_indicator_widget.dart:141	Geocoding Service	
text_this_service_handles_reverse_geocoding_in_backgroun	Text	app/modules/map/views/widgets/geocoding_indicator_widget.dart:156	This service handles reverse geocoding in background isolates to prevent UI blocking.	
text_ok_4	Text	app/modules/map/views/widgets/geocoding_indicator_widget.dart:163	OK	
snackbar_service	snackbar	app/modules/map/views/widgets/geocoding_indicator_widget.dart:169	Service	(2nd arg not a string literal — check same catch block / ternary)
text_retry_init	Text	app/modules/map/views/widgets/geocoding_indicator_widget.dart:180	Retry Init	
text_processing_memories	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:48	Processing Memories	
text_service_processingprogress_value_100_tostringasfixe	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:95	${(service.processingProgress.value * 100).toStringAsFixed(0)}%	
text_memory_processing	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:120	Memory Processing	
text_progress_service_processingprogress_value_100_tostr	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:128	Progress: ${(service.processingProgress.value * 100).toStringAsFixed(1)}%	
text_status_service_processingstatus_value	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:133	Status: ${service.processingStatus.value}	
text_processed_memories_service_processedmemories_length	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:136	Processed Memories: ${service.processedMemories.length}	
text_generated_clusters_service_processedclusters_length	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:142	Generated Clusters: ${service.processedClusters.length}	
text_generated_arrows_service_processedarrows_length	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:148	Generated Arrows: ${service.processedArrows.length}	
text_memories_are_being_processed_in_a_background_isolat	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:151	Memories are being processed in a background isolate for better performance. This won\'t affect app responsiveness.	
text_ok_5	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:158	OK	
text_memory_processing_status	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:180	Memory Processing Status	
text_status_progress_100_tostringasfixed_1_status_status	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:192	${(status.progress * 100).toStringAsFixed(1)}% - ${status.status}	
text_processing_complete	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:200	Processing Complete	
text_memories_status_memoriescount	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:205	Memories: ${status.memoriesCount}	
text_clusters_status_clusterscount	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:206	Clusters: ${status.clustersCount}	
text_arrows_status_arrowscount	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:207	Arrows: ${status.arrowsCount}	
text_reprocess_memories	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:218	Reprocess Memories	
label_reprocess_memories	label	app/modules/map/views/widgets/memory_processing_progress_widget.dart:218	Reprocess Memories	
text_details	Text	app/modules/map/views/widgets/memory_processing_progress_widget.dart:225	Details	
label_details	label	app/modules/map/views/widgets/memory_processing_progress_widget.dart:225	Details	
snackbar_processing_complete	snackbar	app/modules/map/views/widgets/memory_processing_progress_widget.dart:239	Processing Complete	Processed ${memories.length} memories into ${clusters.length} clusters
text_offline_mode	Text	app/modules/map/views/widgets/offline_status_widget.dart:37	Offline Mode	
text_map_status	Text	app/modules/map/views/widgets/offline_status_widget.dart:72	Map Status	
text_error_snapshot_error	Text	app/modules/map/views/widgets/offline_status_widget.dart:95	Error: ${snapshot.error}	
text_refresh_status	Text	app/modules/map/views/widgets/offline_status_widget.dart:152	Refresh Status	
label_refresh_status	label	app/modules/map/views/widgets/offline_status_widget.dart:152	Refresh Status	
text_details_2	Text	app/modules/map/views/widgets/offline_status_widget.dart:162	Details	
label_details_2	label	app/modules/map/views/widgets/offline_status_widget.dart:162	Details	
title_text_offline_status_details	title_text	app/modules/map/views/widgets/offline_status_widget.dart:208	Offline Status Details	
text_error_snapshot_error_2	Text	app/modules/map/views/widgets/offline_status_widget.dart:220	Error: ${snapshot.error}	
text_entry_key	Text	app/modules/map/views/widgets/offline_status_widget.dart:237	${entry.key}:	
text_entry_value	Text	app/modules/map/views/widgets/offline_status_widget.dart:244	${entry.value}	
text_close_3	Text	app/modules/map/views/widgets/offline_status_widget.dart:256	Close	
text_offline	Text	app/modules/map/views/widgets/offline_status_widget.dart:291	OFFLINE	
text_year_color_legend	Text	app/modules/map/views/widgets/year_color_legend_widget.dart:47	Year Color Legend	
text_now	Text	app/modules/map/views/widgets/year_color_legend_widget.dart:135	NOW	
text_now_2	Text	app/modules/map/views/widgets/year_color_legend_widget.dart:218	NOW	
title_literal_microphone_access_needed	title_literal	app/modules/memories/controllers/memory_controller.dart:949	Microphone access needed	
snackbar_recording_error	snackbar	app/modules/memories/controllers/memory_controller.dart:1014	Recording Error	Failed to start audio recording: ${e.toString()}
snackbar_recording_too_short	snackbar	app/modules/memories/controllers/memory_controller.dart:1071	Recording Too Short	Recording must be at least 1 second long. Please try again.
snackbar_recording_failed	snackbar	app/modules/memories/controllers/memory_controller.dart:1132	Recording Failed	Audio recording is empty. Please try again.
snackbar_recording_failed_2	snackbar	app/modules/memories/controllers/memory_controller.dart:1150	Recording Failed	Audio file was not created. Please try again.
snackbar_recording_failed_3	snackbar	app/modules/memories/controllers/memory_controller.dart:1168	Recording Failed	Failed to save audio recording. Please try again.
snackbar_recording_error_2	snackbar	app/modules/memories/controllers/memory_controller.dart:1185	Recording Error	Failed to stop recording: ${e.toString()}
snackbar_unable_to_delete_9	snackbar	app/modules/memories/views/memory_view.dart:383	Unable to Delete	Unable to delete audio. Please try again.
text_save_new_memory	Text	app/modules/memories/views/memory_view.dart:788	Save new memory?	
text_no	Text	app/modules/memories/views/memory_view.dart:830	No	
snackbar_widget_draft_saved_successfully	snackbar_widget	app/modules/memories/views/memory_view.dart:851	Draft saved successfully!	
snackbar_widget_draft_saved_successfully_2	snackbar_widget	app/modules/memories/views/memory_view.dart:852	Draft saved successfully!	
dialog_content_draft_saved_successfully	dialog_content	app/modules/memories/views/memory_view.dart:853	Draft saved successfully!	
text_yes	Text	app/modules/memories/views/memory_view.dart:877	Yes	
snackbar_widget_memory_updated_successfully	snackbar_widget	app/modules/memories/views/memory_view.dart:1163	Memory updated successfully!	
snackbar_widget_memory_updated_successfully_2	snackbar_widget	app/modules/memories/views/memory_view.dart:1164	Memory updated successfully!	
dialog_content_memory_updated_successfully	dialog_content	app/modules/memories/views/memory_view.dart:1165	Memory updated successfully!	
title_text_delete_memory_2	title_text	app/modules/memories/views/memory_view.dart:1331	Delete Memory	
dialog_content_are_you_sure_you_want_to_delete_this_memo_2	dialog_content	app/modules/memories/views/memory_view.dart:1341	Are you sure you want to delete this memory? This action cannot be undone.	
text_cancel_6	Text	app/modules/memories/views/memory_view.dart:1354	Cancel	
snackbar_success_21	snackbar	app/modules/memories/views/memory_view.dart:1400	Success	Memory deleted successfully
snackbar_unable_to_delete_10	snackbar	app/modules/memories/views/memory_view.dart:1409	Unable to Delete	Unable to delete memory. Please try again.
text_delete_4	Text	app/modules/memories/views/memory_view.dart:1420	Delete	
title_literal_database_contents	title_literal	app/modules/memories/views/memory_view.dart:1443	Database Contents	
text_database_statistics	Text	app/modules/memories/views/memory_view.dart:1460	Database Statistics	
text_total_memories_allmemories_length	Text	app/modules/memories/views/memory_view.dart:1467	Total Memories: ${allMemories.length}	
text_database_version_4	Text	app/modules/memories/views/memory_view.dart:1468	Database Version: 4	
text_database_name_memories_db	Text	app/modules/memories/views/memory_view.dart:1469	Database Name: memories.db	
text_id_memory	Text	app/modules/memories/views/memory_view.dart:1489	ID: ${memory[	
text_date_memory	Text	app/modules/memories/views/memory_view.dart:1497	📅 Date: ${memory[	
text_time_memory	Text	app/modules/memories/views/memory_view.dart:1498	🕐 Time: ${memory[	
text_location_memory	Text	app/modules/memories/views/memory_view.dart:1501	📍 Location: ${memory[	
text_category_memory	Text	app/modules/memories/views/memory_view.dart:1504	🏷️ Category: ${memory[	
text_description_memory	Text	app/modules/memories/views/memory_view.dart:1507	📝 Description: ${memory[	
text_images_base64_base64images_length_image_s	Text	app/modules/memories/views/memory_view.dart:1516	🖼️ Images (Base64): ${base64Images.length} image(s)	
text_image_index_1_base64_length_characters_base64_lengt	Text	app/modules/memories/views/memory_view.dart:1530	Image ${index + 1}: ${base64.length} characters (${(base64.length * 0.75 / 1024).toStringAsFixed(1)} KB)	
text_audio_files_audiopaths_length_file_s	Text	app/modules/memories/views/memory_view.dart:1544	🎵 Audio Files: ${audioPaths.length} file(s)	
text_audio_index_1_filename	Text	app/modules/memories/views/memory_view.dart:1559	Audio ${index + 1}: $fileName	
